both,category_noun_candidate,category_noun,cat_both_left_frac,cat_both_right_frac
444,бальзам,маска,0.1019986216402481,0.09156527118993607
26,бальзам,пакеты,0.005972892258212727,0.10833333333333334
14,маска,пакеты,0.0028871932357187047,0.058333333333333334
47,масло,бронзатор,0.0077557755775577554,0.1227154046997389
175,масло,пакет,0.028877887788778877,0.09557618787547788
16,бронзатор,пакет,0.04177545691906005,0.008738394320043691
11,сумка-шопер,бальзам,0.2894736842105263,0.002526992878474615
101,тоник,бальзам,0.07709923664122137,0.023202389156903286
62,бальзам,флюид,0.014243050769584195,0.06873614190687362
127,пенка,бальзам,0.10250201775625505,0.029175281415116012
3,тоник,сумка-шопер,0.0022900763358778627,0.07894736842105263
1,сумка-шопер,флюид,0.02631578947368421,0.0011086474501108647
2,пенка,сумка-шопер,0.0016142050040355124,0.05263157894736842
4,тоник,пакеты,0.0030534351145038168,0.016666666666666666
7,тоник,саше,0.0053435114503816794,0.02280130293159609
3,флюид,пакеты,0.0033259423503325942,0.0125
119,коробка,флюид,0.019271255060728746,0.1319290465631929
89,пенка,флюид,0.07183212267958031,0.09866962305986696
2,саше,флюид,0.006514657980456026,0.0022172949002217295
3,пенка,пакеты,0.002421307506053269,0.0125
6,пенка,саше,0.004842615012106538,0.019543973941368076
239,коробка,штаны,0.03870445344129555,0.13688430698739978
269,спрей,сумка-шоппер,0.09904270986745213,0.15086932136848008
217,спрей,обертывание,0.07989690721649484,0.03758226532732941
245,спрей,кондиционер,0.09020618556701031,0.14548693586698339
348,спрей,шампунь,0.12812960235640647,0.12756598240469208
292,спрей,крем-баттер,0.10751104565537556,0.04952510176390773
88,спрей,крем-суфле,0.03240058910162003,0.048916064480266815
419,спрей,маска,0.15427098674521356,0.08640956898329552
158,сумка-шоппер,сыворотка,0.0886146943353898,0.04637511006750807
96,сумка-шоппер,кондиционер,0.0538418395961862,0.057007125890736345
160,шампунь,сумка-шоппер,0.05865102639296188,0.08973639932697701
279,сумка-шоппер,маска,0.15647784632641615,0.057537636626108474
113,сыворотка,кондиционер,0.033167009098914,0.0671021377672209
188,шампунь,сыворотка,0.0689149560117302,0.05518051071323745
273,крем-баттер,сыворотка,0.04630257801899593,0.08012914587613737
90,крем-суфле,сыворотка,0.0500277932184547,0.026416201937188143
478,сыворотка,маска,0.1402993836219548,0.09857702619096721
84,обертывание,кондиционер,0.014547973675095255,0.0498812351543943
149,шампунь,обертывание,0.05461876832844575,0.0258053342570142
286,обертывание,маска,0.04953238656044337,0.058981233243967826
126,крем-баттер,кондиционер,0.021370420624151967,0.07482185273159145
45,крем-суфле,кондиционер,0.02501389660922735,0.02672209026128266
453,маска,кондиционер,0.09342132398432666,0.2690023752969121
205,шампунь,крем-баттер,0.07514662756598241,0.03476933514246947
72,шампунь,крем-суфле,0.026392961876832845,0.040022234574763754
752,шампунь,маска,0.2756598240469208,0.15508352237574757
169,крем-суфле,крем-баттер,0.09394107837687604,0.028663500678426053
530,крем-баттер,маска,0.08989145183175033,0.10930088678077954
168,крем-суфле,маска,0.0933852140077821,0.034646318828624456
129,спрей,антицеллюлитная,0.047496318114874814,0.10849453322119428
186,антицеллюлитная,коробка,0.1564339781328848,0.03012145748987854
87,коробка,обертывание-гель,0.014089068825910931,0.18471337579617833
468,бальзам,крем-баттер,0.10751206064782909,0.07937584803256445
1220,коробка,крем-баттер,0.19757085020242915,0.20691994572591588
402,спрей,масло,0.1480117820324006,0.06633663366336634
94,спрей,пакет,0.03460972017673049,0.05133806663025669
126,масло,антицеллюлитная,0.020792079207920793,0.10597140454163162
46,масло,обертывание-гель,0.007590759075907591,0.09766454352441614
187,масло,штаны,0.03085808580858086,0.10710194730813287
89,антицеллюлитная,крем,0.07485281749369217,0.014650205761316872
85,антицеллюлитная,крем-баттер,0.07148864592094197,0.014416553595658074
141,штаны,сумка-шоппер,0.08075601374570447,0.07908020190689849
396,крем,обертывание,0.06518518518518518,0.0685833044683062
23,обертывание-гель,пакет,0.04883227176220807,0.012561441835062807
31,крем,обертывание-гель,0.005102880658436214,0.06581740976645435
38,крем-баттер,обертывание-гель,0.006445047489823609,0.08067940552016985
624,крем,крем-баттер,0.10271604938271604,0.10583446404341927
118,штаны,крем,0.06758304696449026,0.019423868312757202
114,штаны,крем-баттер,0.06529209621993128,0.019335142469470826
647,крем,маска,0.10650205761316872,0.1334295731078573
285,крем-суфле,масло,0.1584213451917732,0.04702970297029703
210,обертывание-гель,скраб,0.445859872611465,0.011121114229730446
519,гель,масло,0.09488117001828153,0.08564356435643565
846,гель,коробка,0.1546617915904936,0.13700404858299595
23,флюид,пакет,0.025498891352549888,0.012561441835062807
146,крем-суфле,бальзам,0.0811561978877154,0.03354008729611762
168,гель,щетка,0.030712979890310785,0.10880829015544041
54,щетка,пакет,0.034974093264248704,0.02949208083014746
249,коробка,щетка,0.040323886639676114,0.16126943005181346
458,крем-баттер,обертывание,0.0776797829036635,0.07932109456182888
37,гель,масло-хайлайтер,0.006764168190127971,0.09893048128342247
144,масло-хайлайтер,скраб,0.3850267379679144,0.007625906900386591
506,гель,лосьон,0.09250457038391224,0.16212752322973406
43,лосьон,маска-лифтинг,0.013777635373277796,0.039925719591457756
65,антицеллюлитная,щетка,0.054667788057190914,0.04209844559585492
131,сумка-шоппер,щетка,0.07347167694896242,0.08484455958549222
284,обертывание,щетка,0.04918600623484586,0.18393782383419688
12,щетка,обертывание-гель,0.007772020725388601,0.025477707006369428
99,штаны,щетка,0.05670103092783505,0.06411917098445596
112,бальзам,кондиционер,0.0257293820353779,0.0665083135391924
102,сыворотка,пакет,0.029938362195479896,0.05570726379027854
15,крем,саше,0.0024691358024691358,0.048859934853420196
25,саше,сумка-шоппер,0.08143322475570032,0.014021312394840156
190,сумка-шоппер,маска-лифтинг,0.1065619742007852,0.1764159702878366
11,маска-лифтинг,пакеты,0.01021355617455896,0.04583333333333333
549,гель,крем-баттер,0.1003656307129799,0.09311397557666215
179,щетка,крем-баттер,0.11593264248704663,0.030359565807327002
43,пакет,кондиционер,0.023484434735117424,0.02553444180522565
21,сыворотка-сияние,бронзатор,0.03403565640194489,0.05483028720626632
63,коробка,бронзатор,0.010202429149797571,0.16449086161879894
43,крем-баттер,бронзатор,0.007293080054274084,0.1122715404699739
2,саше,бронзатор,0.006514657980456026,0.005221932114882507
151,скраб,бронзатор,0.007996610708044272,0.39425587467362927
25,сыворотка-сияние,пакет,0.04051863857374392,0.013653741125068269
109,сыворотка-сияние,коробка,0.1766612641815235,0.017651821862348177
59,сыворотка-сияние,крем-баттер,0.09562398703403566,0.010006784260515603
8,сыворотка-сияние,саше,0.012965964343598054,0.026058631921824105
193,сыворотка-сияние,скраб,0.31280388978930307,0.010220833553990361
29,крем-баттер,саше,0.004918588873812755,0.09446254071661238
775,сыворотка,скраб,0.22747285001467568,0.04104220727638617
47,пенка-баланс,маска-лифтинг,0.08159722222222222,0.0436397400185701
349,крем-суфле,коробка,0.19399666481378544,0.05651821862348178
46,крем-суфле,пакет,0.02556976097832129,0.025122883670125613
10,щетка,пакеты,0.006476683937823834,0.041666666666666664
1462,скраб,маска,0.07742413811364719,0.30150546504433906
482,крем,сыворотка,0.07934156378600823,0.14147343704138537
195,пенка,сыворотка,0.15738498789346247,0.057235104197240975
283,тоник,скраб,0.21603053435114503,0.014987025366731981
335,пенка,скраб,0.27037933817594834,0.017740825080760473
3,масло,мицеллярная,0.0004950495049504951,0.375
62,крем-суфле,щетка,0.03446359088382435,0.04015544041450777
131,щетка,сумка-шоппер,0.08484455958549222,0.07347167694896242
490,бальзам,крем,0.11256604640477831,0.08065843621399177
398,крем-баттер,сумка-шоппер,0.0675033921302578,0.2232192933258553
12,саше,сыворотка,0.03908794788273615,0.0035221602582917524
125,пакет,маска,0.06826870562534135,0.025778511033202722
859,коробка,маска,0.1391093117408907,0.1771499278201691
72,тоник,обертывание,0.0549618320610687,0.012469691721510218
15,крем,пакеты,0.0024691358024691358,0.0625
67,сыворотка-сияние,масло,0.1085899513776337,0.011056105610561057
137,масло,маска-лифтинг,0.02260726072607261,0.12720519962859797
19,сыворотка-сияние,штаны,0.03079416531604538,0.010882016036655211
86,сыворотка-сияние,маска-лифтинг,0.1393841166936791,0.07985143918291551
88,бальзам,щетка,0.02021594302779692,0.05699481865284974
61,крем-суфле,лосьон,0.0339077265147304,0.019545017622556872
218,бальзам,лосьон,0.05008040431886056,0.06984940724126883
22,сыворотка-сияние,антицеллюлитная,0.03565640194489465,0.018502943650126155
200,шампунь,бальзам,0.07331378299120235,0.04594532506317482
212,крем,кондиционер,0.03489711934156379,0.12589073634204276
6,саше,кондиционер,0.019543973941368076,0.0035629453681710215
402,шампунь,крем,0.14736070381231672,0.06617283950617284
11,шампунь,саше,0.004032258064516129,0.035830618892508145
17,саше,маска,0.05537459283387622,0.00350587750051557
215,масло,щетка,0.03547854785478548,0.13924870466321243
83,антицеллюлитная,бальзам,0.06980656013456686,0.01906730990121755
71,спрей,флюид,0.02614138438880707,0.0787139689578714
45,спрей,пенка-баланс,0.016568483063328424,0.078125
57,антицеллюлитная,сыворотка,0.0479394449116905,0.016730261226885822
17,антицеллюлитная,флюид,0.014297729184188394,0.018847006651884702
10,антицеллюлитная,пенка-баланс,0.008410428931875526,0.017361111111111112
63,сумка-шоппер,флюид,0.035333707234997194,0.06984478935698447
68,сумка-шоппер,пенка-баланс,0.03813796971396523,0.11805555555555555
195,скраб,флюид,0.010326748927606842,0.21618625277161863
138,пенка-баланс,скраб,0.23958333333333334,0.007308160779537149
261,тоник,крем,0.19923664122137405,0.04296296296296296
440,скраб,кондиционер,0.023301382195625695,0.26128266033254155
349,масло,сыворотка,0.05759075907590759,0.10243616084531847
102,масло,тоник,0.016831683168316833,0.07786259541984733
122,тоник,сумка-шоппер,0.09312977099236641,0.06842400448681997
473,коробка,сыворотка,0.07659919028340081,0.13883181684766657
92,тоник,крем-баттер,0.07022900763358779,0.015603799185888738
32,спрей,масло-хайлайтер,0.011782032400589101,0.0855614973262032
106,спрей,маска-лифтинг,0.0390279823269514,0.09842154131847725
2,масло-хайлайтер,саше,0.0053475935828877,0.006514657980456026
10,масло-хайлайтер,маска-лифтинг,0.026737967914438502,0.009285051067780872
204,крем,щетка,0.03358024691358025,0.13212435233160622
47,коробка,мицелярная,0.007611336032388664,0.15824915824915825
32,бальзам,мицелярная,0.007351252010107972,0.10774410774410774
47,бальзам,пенка-баланс,0.010797151389846084,0.08159722222222222
79,спрей,тоник,0.029086892488954345,0.06030534351145038
177,лосьон,пакет,0.05671259211791092,0.09666848716548335
69,тоник,лосьон,0.05267175572519084,0.022108298622236462
95,тоник,маска,0.07251908396946564,0.01959166838523407
291,лосьон,маска,0.09323934636334508,0.06001237368529594
5,щетка,саше,0.003238341968911917,0.016286644951140065
36,бальзам,бронзатор,0.008270158511371467,0.09399477806788512
50,гель,бронзатор,0.009140767824497258,0.13054830287206268
42,масло-хайлайтер,сумка-шоппер,0.11229946524064172,0.023555804823331465
36,масло-хайлайтер,обертывание,0.0962566844919786,0.006234845860755109
12,масло-хайлайтер,пакет,0.03208556149732621,0.006553795740032769
83,масло-хайлайтер,коробка,0.22192513368983957,0.013441295546558705
53,масло-хайлайтер,крем-баттер,0.14171122994652408,0.008989145183175035
96,коробка,пенка-баланс,0.015546558704453442,0.16666666666666666
108,штаны,маска,0.061855670103092786,0.02227263353268715
121,маска,маска-лифтинг,0.024953598680140236,0.11234911792014857
657,масло,маска,0.10841584158415841,0.1354918539905135
102,сыворотка,маска-лифтинг,0.029938362195479896,0.0947075208913649
62,сыворотка-сияние,спрей,0.10048622366288493,0.022827687776141383
285,масло,крем-суфле,0.04702970297029703,0.1584213451917732
66,шампунь,пакет,0.024193548387096774,0.03604587657018023
41,шампунь,маска-лифтинг,0.015029325513196481,0.03806870937790158
11,сыворотка-сияние,криомасло,0.017828200972447326,0.015895953757225433
84,масло,криомасло,0.013861386138613862,0.12138728323699421
96,коробка,криомасло,0.015546558704453442,0.13872832369942195
54,криомасло,крем-баттер,0.07803468208092486,0.009158751696065129
75,спрей,пенка,0.027614138438880706,0.06053268765133172
63,пенка,сумка-шоппер,0.05084745762711865,0.035333707234997194
73,пенка,обертывание,0.058918482647296204,0.012642881884308971
249,крем,пенка,0.04098765432098765,0.2009685230024213
115,пенка,крем-баттер,0.09281678773204197,0.019504748982360924
30,пенка-баланс,пакет,0.052083333333333336,0.016384489350081924
313,шампунь,масло,0.11473607038123167,0.05165016501650165
36,тоник,кондиционер,0.02748091603053435,0.021377672209026127
66,шампунь,тоник,0.024193548387096774,0.050381679389312976
27,крем-суфле,тоник,0.01500833796553641,0.020610687022900764
86,флюид,кондиционер,0.09534368070953436,0.0510688836104513
114,шампунь,флюид,0.041788856304985335,0.12638580931263857
23,крем-суфле,флюид,0.012784880489160644,0.025498891352549888
19,пенка-баланс,кондиционер,0.03298611111111111,0.011282660332541567
35,шампунь,пенка-баланс,0.012829912023460411,0.06076388888888889
708,шампунь,скраб,0.2595307917888563,0.037494042260234076
16,крем-суфле,пенка-баланс,0.008893829905503057,0.027777777777777776
62,спрей,сыворотка-сияние,0.022827687776141383,0.10048622366288493
75,антицеллюлитная,маска,0.06307821698906645,0.015467106619921633
35,антицеллюлитная,маска-лифтинг,0.02943650126156434,0.032497678737233054
106,сыворотка-сияние,сумка-шоппер,0.17179902755267423,0.05945036455412227
44,сыворотка-сияние,обертывание,0.0713128038897893,0.007620367163145133
53,сыворотка-сияние,маска,0.08589951377633712,0.010930088678077954
139,спрей,лосьон,0.05117820324005891,0.04453700736943288
257,бальзам,сыворотка,0.05903974270617965,0.07543293219841503
37,масло,мицелярная,0.006105610561056105,0.12457912457912458
31,обертывание,пенка-баланс,0.005368895046761344,0.05381944444444445
117,сыворотка-сияние,крем,0.18962722852512157,0.01925925925925926
81,спрей,щетка,0.029823269513991165,0.052461139896373056
179,крем-баттер,щетка,0.030359565807327002,0.11593264248704663
150,крем-баттер,маска-лифтинг,0.025440976933514246,0.1392757660167131
30,щетка,маска-лифтинг,0.019430051813471502,0.027855153203342618
1,мицеллярная,маска,0.125,0.00020622808826562179
47,крем-баттер,пенка-баланс,0.007971506105834464,0.08159722222222222
8,антицеллюлитная,сумка-шопер,0.00672834314550042,0.21052631578947367
3,штаны,сумка-шопер,0.001718213058419244,0.07894736842105263
23,крем-баттер,мицелярная,0.0039009497964721846,0.07744107744107744
24,сыворотка-сияние,лосьон,0.03889789303079417,0.00768984299903877
31,криомасло,пакет,0.044797687861271675,0.016930638995084655
20,антицеллюлитная,тоник,0.01682085786375105,0.015267175572519083
47,штаны,сыворотка,0.026918671248568157,0.013795127678309363
30,штаны,тоник,0.01718213058419244,0.022900763358778626
36,обертывание,флюид,0.006234845860755109,0.03991130820399113
11,штаны,флюид,0.006300114547537228,0.012195121951219513
65,крем-баттер,флюид,0.011024423337856174,0.07206208425720621
373,гель,сумка-шоппер,0.06819012797074954,0.20919798093101513
139,гель,крем-суфле,0.025411334552102375,0.07726514730405781
439,гель,маска,0.08025594149908592,0.09053413074860796
49,криомасло,сумка-шоппер,0.0708092485549133,0.027481772293886708
146,флюид,маска,0.16186252771618626,0.03010930088678078
24,флюид,маска-лифтинг,0.026607538802660754,0.022284122562674095
225,криомасло,обертывание,0.32514450867052025,0.038967786629719434
37,бальзам,криомасло,0.008499885136687342,0.05346820809248555
286,криомасло,скраб,0.41329479768786126,0.015145898427156702
5,сумка-шопер,сыворотка,0.13157894736842105,0.0014675667742882301
5,крем,сумка-шопер,0.0008230452674897119,0.13157894736842105
7,крем-суфле,сумка-шопер,0.0038910505836575876,0.18421052631578946
7,сумка-шопер,маска-лифтинг,0.18421052631578946,0.0064995357474466105
167,крем-суфле,крем,0.09282934963868816,0.027489711934156377
37,крем-суфле,маска-лифтинг,0.02056698165647582,0.034354688950789226
93,крем,пенка-баланс,0.015308641975308642,0.16145833333333334
1,холодное,бронзатор,0.2,0.0026109660574412533
96,крем,флюид,0.01580246913580247,0.10643015521064302
17,щетка,флюид,0.011010362694300517,0.018847006651884702
26,масло-хайлайтер,бальзам,0.06951871657754011,0.005972892258212727
23,крем-суфле,масло-хайлайтер,0.012784880489160644,0.06149732620320856
1,масло,горячее,0.00016501650165016502,1.0
1,горячее,пакет,1.0,0.0005461496450027307
1,крем,горячее,0.0001646090534979424,1.0
1,горячее,маска,1.0,0.00020622808826562179
1,спрей,холодное,0.0003681885125184094,0.2
1,холодное,сумка-шоппер,0.2,0.0005608524957936063
1,холодное,крем-баттер,0.2,0.00016960651289009497
1,холодное,скраб,0.2,5.295768680824022e-05
1,холодное,маска-лифтинг,0.2,0.0009285051067780873
64,пенка,кондиционер,0.0516545601291364,0.03800475059382423
455,шампунь,коробка,0.16678885630498533,0.07368421052631578
112,шампунь,пенка,0.04105571847507331,0.0903954802259887
163,пенка,маска,0.13155770782889428,0.03361517838729635
664,коробка,лосьон,0.10753036437246964,0.21275232297340596
1050,лосьон,скраб,0.3364306312079462,0.05560557114865223
5,лосьон,саше,0.0016020506247997437,0.016286644951140065
31,сыворотка-сияние,сыворотка,0.050243111831442464,0.009098914000587027
54,масло,пенка-баланс,0.00891089108910891,0.09375
369,масло,лосьон,0.06089108910891089,0.11823133611022109
28,пенка-баланс,лосьон,0.04861111111111111,0.008971483498878564
50,гель,криомасло,0.009140767824497258,0.07225433526011561
6,крем-суфле,пакеты,0.0033351862145636463,0.025
67,скраб,мицелярная,0.0035481650161520947,0.2255892255892256
18,мицелярная,маска-лифтинг,0.06060606060606061,0.016713091922005572
556,гель,крем,0.1016453382084095,0.09152263374485596
58,криомасло,крем,0.0838150289017341,0.009547325102880658
81,масло,флюид,0.013366336633663366,0.08980044345898004
9,пенка,пенка-баланс,0.007263922518159807,0.015625
39,шампунь,штаны,0.014296187683284457,0.022336769759450172
58,крем,криомасло,0.009547325102880658,0.0838150289017341
31,криомасло,сыворотка,0.044797687861271675,0.009098914000587027
37,криомасло,бальзам,0.05346820809248555,0.008499885136687342
260,сумка-шоппер,лосьон,0.14582164890633764,0.08330663248958667
345,крем,лосьон,0.056790123456790124,0.11054149311118232
25,криомасло,лосьон,0.036127167630057806,0.008010253123998718
43,пенка-баланс,маска,0.07465277777777778,0.008867807795421737
6,пакеты,кондиционер,0.025,0.0035629453681710215
2,антицеллюлитная,крем-масло,0.001682085786375105,0.01834862385321101
13,обертывание,крем-масло,0.0022514721163837893,0.11926605504587157
47,криомасло,маска,0.06791907514450866,0.009692720148484223
9,пенка-баланс,бронзатор,0.015625,0.02349869451697128
41,обертывание,бронзатор,0.007100796674748874,0.10704960835509138
31,пенка-баланс,обертывание,0.05381944444444445,0.005368895046761344
6,антицеллюлитная,пакеты,0.005046257359125316,0.025
11,пакеты,маска-лифтинг,0.04583333333333333,0.01021355617455896
163,масло,пенка,0.0268976897689769,0.13155770782889428
5,криомасло,мицелярная,0.0072254335260115606,0.016835016835016835
26,лосьон,мицелярная,0.008330663248958666,0.08754208754208755
55,крем,мицелярная,0.00905349794238683,0.18518518518518517
48,антицеллюлитная,лосьон,0.040370058873002525,0.01537968599807754
177,лосьон,крем-баттер,0.05671259211791092,0.03002035278154681
9,шампунь,пакеты,0.0032991202346041057,0.0375
70,криомасло,штаны,0.10115606936416185,0.04009163802978236
118,крем,штаны,0.019423868312757202,0.06758304696449026
27,спрей,криомасло,0.009941089837997054,0.03901734104046243
21,кондиционер,маска-лифтинг,0.012470308788598575,0.019498607242339833
508,скраб,крем-корсет,0.02690250489858603,0.4618181818181818
28,тоник,щетка,0.021374045801526718,0.018134715025906734
18,криомасло,маска-лифтинг,0.02601156069364162,0.016713091922005572
14,сыворотка-сияние,крем-суфле,0.022690437601296597,0.007782101167315175
36,гель,пенка-баланс,0.006581352833638025,0.0625
15,антицеллюлитная,кондиционер,0.012615643397813289,0.008907363420427554
29,спрей,бронзатор,0.010677466863033874,0.07571801566579635
38,крем,бронзатор,0.006255144032921811,0.09921671018276762
96,лосьон,флюид,0.03075937199615508,0.10643015521064302
62,сыворотка-сияние,бальзам,0.10048622366288493,0.014243050769584195
3,обертывание-гель,кондиционер,0.006369426751592357,0.0017814726840855108
9,шампунь,обертывание-гель,0.0032991202346041057,0.01910828025477707
5,пенка-баланс,саше,0.008680555555555556,0.016286644951140065
